,date,clientId,clientName,clientType,productId,productName,productCategory,productPrice,saleAmount,saleDiscount
24,2024-01-01,93668,John Doe,Premium,5598,Widget Deluxe,Gadgets,14710.89783788099,16816.19242408628,10%
25,2024-01-01,60514,John Doe,Premium,5866,Widget Deluxe,Gadgets,15522.224779710155,18885.015577161783,10%
26,2024-01-01,74044,John Doe,Premium,5889,Widget Deluxe,Gadgets,14917.165134948518,17282.791764769223,10%
27,2024-01-01,57343,John Doe,Premium,6218,Widget Deluxe,Gadgets,8675.573747939186,8834.587244519927,10%
28,2024-01-01,59702,John Doe,Premium,5433,Widget Deluxe,Gadgets,15944.36751329432,19156.573035180456,10%
29,2024-01-01,23729,John Doe,Premium,3188,Widget Deluxe,Gadgets,9988.638270676349,13460.551398798705,10%
30,2024-01-01,49873,John Doe,Premium,2547,Widget Deluxe,Gadgets,12465.921354865079,12460.25502247599,10%
31,2024-01-01,62266,John Doe,Premium,4308,Widget Deluxe,Gadgets,7411.87374339276,16082.484588908843,10%
32,2024-01-01,19874,John Doe,Premium,5140,Widget Deluxe,Gadgets,15764.326239686983,12598.561280753458,10%
33,2024-01-01,60935,John Doe,Premium,7866,Widget Deluxe,Gadgets,8017.085509793475,17279.761390838597,10%
34,2024-01-01,92855,John Doe,Premium,6173,Widget Deluxe,Gadgets,10063.601934946475,12432.448640692475,10%
35,2024-01-01,20356,John Doe,Premium,4361,Widget Deluxe,Gadgets,9129.031731211351,16972.865437735854,10%
36,2024-01-01,91214,John Doe,Premium,2607,Widget Deluxe,Gadgets,15812.604524533168,8398.586159102488,10%
37,2024-01-01,11639,John Doe,Premium,5370,Widget Deluxe,Gadgets,15201.134201968876,8681.516123891992,10%
38,2024-01-01,42786,John Doe,Premium,7118,Widget Deluxe,Gadgets,16872.38057283197,10985.867003765416,10%
39,2024-01-01,56391,John Doe,Premium,5751,Widget Deluxe,Gadgets,15108.404987790014,11718.50791157243,10%
40,2024-01-01,11951,John Doe,Premium,3342,Widget Deluxe,Gadgets,11702.414486026515,10887.638149924604,10%
41,2024-01-01,84698,John Doe,Premium,3691,Widget Deluxe,Gadgets,13521.014960758941,16131.55128401011,10%
42,2024-01-01,79561,John Doe,Premium,905,Widget Deluxe,Gadgets,16168.26262195184,13982.8036312075,10%
43,2024-01-01,84614,John Doe,Premium,8431,Widget Deluxe,Gadgets,15899.719170539707,13517.971317128116,10%
44,2024-01-01,79574,John Doe,Premium,4735,Widget Deluxe,Gadgets,14740.152301306722,8929.961199514639,10%
45,2024-01-01,40270,John Doe,Premium,5953,Widget Deluxe,Gadgets,15288.561383924794,5059.562950504158,10%
46,2024-01-01,81386,John Doe,Premium,4093,Widget Deluxe,Gadgets,6522.931384069939,23741.887603925752,10%
47,2024-01-01,84562,John Doe,Premium,6025,Widget Deluxe,Gadgets,16097.468307663956,13781.150567233597,10%
48,2024-01-01,84297,John Doe,Premium,6345,Widget Deluxe,Gadgets,15904.831862214058,17604.344817790752,10%
49,2024-01-01,64075,John Doe,Premium,5991,Widget Deluxe,Gadgets,8010.881172033093,20577.379169043325,10%
50,2024-01-01,88068,John Doe,Premium,4948,Widget Deluxe,Gadgets,9885.740932824114,13357.495328698475,10%
51,2024-01-01,11516,John Doe,Premium,8412,Widget Deluxe,Gadgets,16363.80454845833,16427.08132653951,10%
52,2024-01-01,26011,John Doe,Premium,6149,Widget Deluxe,Gadgets,16270.450347300039,15539.297250765465,10%
53,2024-01-01,34617,John Doe,Premium,2782,Widget Deluxe,Gadgets,3204.4888197130003,16541.71126718618,10%
54,2024-01-01,23540,John Doe,Premium,5327,Widget Deluxe,Gadgets,13949.299987903387,12250.936961828042,10%
55,2024-01-01,56650,John Doe,Premium,5324,Widget Deluxe,Gadgets,11937.474585912398,7176.422756984458,10%
56,2024-01-01,45297,John Doe,Premium,8550,Widget Deluxe,Gadgets,11623.529540457997,15524.607042779051,10%
57,2024-01-01,99973,John Doe,Premium,2756,Widget Deluxe,Gadgets,14033.5878241101,12314.36255695199,10%
58,2024-01-01,675,John Doe,Premium,7503,Widget Deluxe,Gadgets,22864.6701562979,18321.383273925196,10%
59,2024-01-01,63949,John Doe,Premium,4485,Widget Deluxe,Gadgets,14227.19559634135,13683.023513881952,10%
60,2024-01-01,379,John Doe,Premium,5150,Widget Deluxe,Gadgets,20874.23004158027,9644.425690369539,10%
61,2024-01-01,62532,John Doe,Premium,3730,Widget Deluxe,Gadgets,15373.073033223522,9700.195863563204,10%
62,2024-01-01,39897,John Doe,Premium,4629,Widget Deluxe,Gadgets,18341.254476126458,15415.611092167015,10%
63,2024-01-01,72744,John Doe,Premium,4935,Widget Deluxe,Gadgets,14454.937875437103,12586.41641816937,10%
64,2024-01-01,74747,John Doe,Premium,7643,Widget Deluxe,Gadgets,12739.51256574086,5992.139983492524,10%
65,2024-01-01,93168,John Doe,Premium,5314,Widget Deluxe,Gadgets,24696.532434187317,12427.284634612195,10%
66,2024-01-01,86771,John Doe,Premium,5950,Widget Deluxe,Gadgets,13600.65275762083,24795.539137758446,10%
67,2024-01-01,24283,John Doe,Premium,4012,Widget Deluxe,Gadgets,10209.106383257888,15001.258040355353,10%
68,2024-01-01,44450,John Doe,Premium,6213,Widget Deluxe,Gadgets,12119.86454155026,19824.650452609632,10%
69,2024-01-01,32206,John Doe,Premium,6368,Widget Deluxe,Gadgets,15439.949394374427,10476.9917857393,10%
70,2024-01-01,16082,John Doe,Premium,5420,Widget Deluxe,Gadgets,13177.668992505407,2179.5161791585742,10%
71,2024-01-01,28322,John Doe,Premium,2876,Widget Deluxe,Gadgets,13134.026126027538,6706.500525761654,10%
72,2024-01-01,7254,John Doe,Premium,5903,Widget Deluxe,Gadgets,3042.8967439490025,15822.941192452601,10%
73,2024-01-01,35310,John Doe,Premium,7841,Widget Deluxe,Gadgets,17814.96592388733,7189.009845528713,10%
74,2024-01-01,89295,John Doe,Premium,4255,Widget Deluxe,Gadgets,14118.964426281033,15881.659036830953,10%
75,2024-01-01,76214,John Doe,Premium,3397,Widget Deluxe,Gadgets,13773.147162642026,14865.09415496121,10%
76,2024-01-01,10240,John Doe,Premium,3767,Widget Deluxe,Gadgets,14354.35416035089,12494.187554020305,10%
77,2024-01-01,73998,John Doe,Premium,9238,Widget Deluxe,Gadgets,12157.244572553076,16256.894215674927,10%
78,2024-01-01,12256,John Doe,Premium,4177,Widget Deluxe,Gadgets,21017.776701449584,10128.757450973997,10%
79,2024-01-01,10866,John Doe,Premium,6089,Widget Deluxe,Gadgets,11814.60549055523,14580.684982300092,10%
80,2024-01-01,57388,John Doe,Premium,7069,Widget Deluxe,Gadgets,9015.128401554568,7404.292658265993,10%
81,2024-01-01,53732,John Doe,Premium,5944,Widget Deluxe,Gadgets,13798.661137144496,13545.467155488923,10%
82,2024-01-01,33012,John Doe,Premium,4724,Widget Deluxe,Gadgets,18607.207289558894,9366.90962861335,10%
83,2024-01-01,32531,John Doe,Premium,4984,Widget Deluxe,Gadgets,11195.462302206739,6633.570540069808,10%
84,2024-01-01,7024,John Doe,Premium,4748,Widget Deluxe,Gadgets,14157.760559012051,20040.21122129832,10%
85,2024-01-01,29591,John Doe,Premium,2180,Widget Deluxe,Gadgets,18838.0406146287,13973.973343756958,10%
86,2024-01-01,47602,John Doe,Premium,1850,Widget Deluxe,Gadgets,17946.551223489303,14143.727822944991,10%
87,2024-01-01,80430,John Doe,Premium,5520,Widget Deluxe,Gadgets,15524.924710333236,10082.254030935084,10%
88,2024-01-01,86569,John Doe,Premium,5828,Widget Deluxe,Gadgets,13676.10095486893,17927.802661043213,10%
89,2024-01-01,46663,John Doe,Premium,8058,Widget Deluxe,Gadgets,16427.81349839924,15377.665786381696,10%
90,2024-01-01,44538,John Doe,Premium,5609,Widget Deluxe,Gadgets,21222.457886796656,12461.45318048233,10%
91,2024-01-01,74874,John Doe,Premium,6277,Widget Deluxe,Gadgets,5807.824913517225,12546.179491864308,10%
92,2024-01-01,61161,John Doe,Premium,3443,Widget Deluxe,Gadgets,15890.666776548967,17788.03696387952,10%
93,2024-01-01,48614,John Doe,Premium,7082,Widget Deluxe,Gadgets,13864.284781861212,16922.867825882866,10%
94,2024-01-01,18370,John Doe,Premium,4893,Widget Deluxe,Gadgets,11114.323645178243,16426.433488619365,10%
95,2024-01-01,62119,John Doe,Premium,6249,Widget Deluxe,Gadgets,17292.112322295907,14456.339947372899,10%
96,2024-01-01,4228,John Doe,Premium,3445,Widget Deluxe,Gadgets,17485.653730266782,12854.964384707091,10%
97,2024-01-01,53615,John Doe,Premium,3357,Widget Deluxe,Gadgets,7392.545436392898,11716.067984983685,10%
98,2024-01-01,36464,John Doe,Premium,5267,Widget Deluxe,Gadgets,14123.25724605732,10919.317666556533,10%
99,2024-01-01,67759,John Doe,Premium,6215,Widget Deluxe,Gadgets,7137.492971464707,11480.107579558953,10%
100,2024-01-01,52041,John Doe,Premium,4022,Widget Deluxe,Gadgets,16602.607883499946,1936.555437967576,10%
101,2024-01-01,42411,John Doe,Premium,4134,Widget Deluxe,Gadgets,15783.897735003418,6356.979351262533,10%
102,2024-01-01,12777,John Doe,Premium,4529,Widget Deluxe,Gadgets,12295.67897626296,14210.060664076002,10%
103,2024-01-01,31564,John Doe,Premium,6830,Widget Deluxe,Gadgets,10374.331268323836,8690.349979466755,10%
104,2024-01-01,96523,John Doe,Premium,5137,Widget Deluxe,Gadgets,9644.725178119597,7384.016986079298,10%
105,2024-01-01,57297,John Doe,Premium,6203,Widget Deluxe,Gadgets,24429.023194690104,19777.5226087644,10%
106,2024-01-01,37827,John Doe,Premium,4955,Widget Deluxe,Gadgets,12929.189914420569,13647.571526005842,10%
107,2024-01-01,14753,John Doe,Premium,3670,Widget Deluxe,Gadgets,16865.91807000576,16129.946694806471,10%
108,2024-01-01,18860,John Doe,Premium,7444,Widget Deluxe,Gadgets,22840.727201357207,22767.58368168726,10%
109,2024-01-01,81092,John Doe,Premium,2709,Widget Deluxe,Gadgets,14895.088554933798,12308.181651324583,10%
110,2024-01-01,12087,John Doe,Premium,6338,Widget Deluxe,Gadgets,16671.475688444498,20502.585317193356,10%
111,2024-01-01,29032,John Doe,Premium,8011,Widget Deluxe,Gadgets,16077.574664658008,9216.354580244893,10%
112,2024-01-01,42912,John Doe,Premium,4218,Widget Deluxe,Gadgets,10322.873490480455,11488.03659371724,10%
113,2024-01-01,15651,John Doe,Premium,3819,Widget Deluxe,Gadgets,19060.109904796347,18027.19617788904,10%
114,2024-01-01,81849,John Doe,Premium,3523,Widget Deluxe,Gadgets,12127.63510299554,18372.85293903551,10%
115,2024-01-01,26501,John Doe,Premium,3596,Widget Deluxe,Gadgets,11964.461269907639,6357.4517505434105,10%
116,2024-01-01,54249,John Doe,Premium,4621,Widget Deluxe,Gadgets,23064.19231257959,16473.74678590201,10%
117,2024-01-01,68178,John Doe,Premium,8294,Widget Deluxe,Gadgets,7332.118987638631,12658.000065929118,10%
118,2024-01-01,9298,John Doe,Premium,4901,Widget Deluxe,Gadgets,10530.453084252384,6701.07930826048,10%
119,2024-01-01,8024,John Doe,Premium,4899,Widget Deluxe,Gadgets,14170.19664996808,14277.861529992351,10%
120,2024-01-01,11600,John Doe,Premium,5312,Widget Deluxe,Gadgets,13402.320944224408,12323.527748837878,10%
121,2024-01-01,64041,John Doe,Premium,6342,Widget Deluxe,Gadgets,14884.468163069138,9636.60860439888,10%
122,2024-01-01,26211,John Doe,Premium,1155,Widget Deluxe,Gadgets,16385.281949579017,16363.23599873864,10%
123,2024-01-01,1870,John Doe,Premium,6356,Widget Deluxe,Gadgets,10986.089428991589,9844.526503199435,10%
124,2024-01-01,54000,John Doe,Premium,3381,Widget Deluxe,Gadgets,21722.176455510908,12334.963636687049,10%
125,2024-01-01,26942,John Doe,Premium,2481,Widget Deluxe,Gadgets,19449.655297681926,10197.744184963767,10%
126,2024-01-01,83588,John Doe,Premium,5869,Widget Deluxe,Gadgets,12202.871395605624,5932.040560929437,10%
127,2024-01-01,35259,John Doe,Premium,5285,Widget Deluxe,Gadgets,18110.061485338767,12184.536697792933,10%
128,2024-01-01,29335,John Doe,Premium,7479,Widget Deluxe,Gadgets,8066.23929132981,9421.145208942973,10%
129,2024-01-01,40586,John Doe,Premium,3399,Widget Deluxe,Gadgets,20570.356676112595,17017.468083833846,10%
130,2024-01-01,89213,John Doe,Premium,5731,Widget Deluxe,Gadgets,8162.895075864221,18576.092069904702,10%
131,2024-01-01,17863,John Doe,Premium,3169,Widget Deluxe,Gadgets,8730.584353066843,9043.82636301762,10%
132,2024-01-01,16932,John Doe,Premium,6315,Widget Deluxe,Gadgets,22080.224272588308,21691.73663091426,10%
133,2024-01-01,84998,John Doe,Premium,4578,Widget Deluxe,Gadgets,19383.099066055125,18204.04604722512,10%
134,2024-01-01,95688,John Doe,Premium,7444,Widget Deluxe,Gadgets,15783.523053547799,9422.190016225773,10%
135,2024-01-01,81518,John Doe,Premium,7767,Widget Deluxe,Gadgets,9839.273965006736,23748.669824858654,10%
136,2024-01-01,46732,John Doe,Premium,4861,Widget Deluxe,Gadgets,16302.902196588615,12835.110158841384,10%
137,2024-01-01,67610,John Doe,Premium,4823,Widget Deluxe,Gadgets,9014.196249934146,4926.806824030624,10%
138,2024-01-01,25535,John Doe,Premium,5252,Widget Deluxe,Gadgets,16085.07169688961,11837.713253843855,10%
139,2024-01-01,4748,John Doe,Premium,5504,Widget Deluxe,Gadgets,17904.173130380732,11398.322347370557,10%
140,2024-01-01,94608,John Doe,Premium,4291,Widget Deluxe,Gadgets,9002.53651402185,17856.19337069033,10%
141,2024-01-01,27586,John Doe,Premium,4173,Widget Deluxe,Gadgets,15547.759182761802,10354.67474548668,10%
142,2024-01-01,3786,John Doe,Premium,3337,Widget Deluxe,Gadgets,14567.46600461083,15108.453018081062,10%
143,2024-01-01,9213,John Doe,Premium,2686,Widget Deluxe,Gadgets,13690.045846533147,21137.607905696124,10%
144,2024-01-01,93944,John Doe,Premium,6998,Widget Deluxe,Gadgets,14751.59317207185,22383.536849169603,10%
145,2024-01-01,81921,John Doe,Premium,4898,Widget Deluxe,Gadgets,20629.317011986674,13069.767018728224,10%
146,2024-01-01,37251,John Doe,Premium,5636,Widget Deluxe,Gadgets,15083.991981605934,7703.91250272637,10%
147,2024-01-01,95121,John Doe,Premium,6020,Widget Deluxe,Gadgets,18245.68057309922,15990.133493838837,10%
148,2024-01-01,76804,John Doe,Premium,7566,Widget Deluxe,Gadgets,18261.74646094515,11497.929683676659,10%
149,2024-01-01,89112,John Doe,Premium,5925,Widget Deluxe,Gadgets,16871.885242455297,11237.815087013842,10%
150,2024-01-01,28794,John Doe,Premium,6959,Widget Deluxe,Gadgets,9864.298127416183,10373.334648010114,10%
151,2024-01-01,95768,John Doe,Premium,4976,Widget Deluxe,Gadgets,14640.985751720214,16594.83605036512,10%
152,2024-01-01,90849,John Doe,Premium,5545,Widget Deluxe,Gadgets,14746.031057613702,16662.09770489581,10%
153,2024-01-01,98606,John Doe,Premium,4152,Widget Deluxe,Gadgets,12365.117019449855,9050.75110490946,10%
154,2024-01-01,49531,John Doe,Premium,3441,Widget Deluxe,Gadgets,18441.33883140568,18109.740133553925,10%
155,2024-01-01,41425,John Doe,Premium,6171,Widget Deluxe,Gadgets,12731.655753800282,8612.847846042723,10%
156,2024-01-01,61969,John Doe,Premium,7060,Widget Deluxe,Gadgets,11714.013948926346,18086.81824215871,10%
157,2024-01-01,23591,John Doe,Premium,7546,Widget Deluxe,Gadgets,13433.41469591161,12926.679337834812,10%
158,2024-01-01,7115,John Doe,Premium,4648,Widget Deluxe,Gadgets,11460.714754602866,15715.880201268516,10%
159,2024-01-01,45647,John Doe,Premium,5917,Widget Deluxe,Gadgets,15875.76372417787,18364.760374256017,10%
160,2024-01-01,68275,John Doe,Premium,4481,Widget Deluxe,Gadgets,16449.59130222928,18738.847702867264,10%
161,2024-01-01,68422,John Doe,Premium,1976,Widget Deluxe,Gadgets,16743.068599106256,13672.38571641882,10%
162,2024-01-01,99731,John Doe,Premium,3425,Widget Deluxe,Gadgets,15064.987356477828,18479.006571986964,10%
163,2024-01-01,99511,John Doe,Premium,5183,Widget Deluxe,Gadgets,13946.329826825679,20266.235969435198,10%
164,2024-01-01,44549,John Doe,Premium,4396,Widget Deluxe,Gadgets,12420.685158123146,11020.772271288584,10%
165,2024-01-01,46551,John Doe,Premium,7753,Widget Deluxe,Gadgets,8890.588288812134,17245.262362596764,10%
166,2024-01-01,6009,John Doe,Premium,8301,Widget Deluxe,Gadgets,11252.538963533609,15890.406040908761,10%
167,2024-01-01,24343,John Doe,Premium,5871,Widget Deluxe,Gadgets,8199.260216701301,5105.125272935164,10%
168,2024-01-01,48167,John Doe,Premium,2987,Widget Deluxe,Gadgets,8742.932821845689,19790.32335523246,10%
169,2024-01-01,32226,John Doe,Premium,5265,Widget Deluxe,Gadgets,14560.381541512892,16872.294913416532,10%
170,2024-01-01,20783,John Doe,Premium,4346,Widget Deluxe,Gadgets,16914.02930795215,17903.105717562394,10%
171,2024-01-01,98477,John Doe,Premium,6704,Widget Deluxe,Gadgets,10081.601342785245,17095.892335546996,10%
172,2024-01-01,90492,John Doe,Premium,6475,Widget Deluxe,Gadgets,16691.39687186978,15099.585622984796,10%
173,2024-01-01,28138,John Doe,Premium,4127,Widget Deluxe,Gadgets,14615.087067461238,19203.18733461493,10%
174,2024-01-01,73990,John Doe,Premium,4030,Widget Deluxe,Gadgets,13246.090584216234,6009.317930868843,10%
175,2024-01-01,73160,John Doe,Premium,7436,Widget Deluxe,Gadgets,8696.776527515245,16470.33076279337,10%
176,2024-01-01,18573,John Doe,Premium,4673,Widget Deluxe,Gadgets,11249.023332985736,14116.416283228104,10%
177,2024-01-01,98468,John Doe,Premium,5903,Widget Deluxe,Gadgets,15653.288511450699,16387.029812643326,10%
178,2024-01-01,20946,John Doe,Premium,8212,Widget Deluxe,Gadgets,10662.46883832488,8978.294712086841,10%
179,2024-01-01,29679,John Doe,Premium,4473,Widget Deluxe,Gadgets,17841.29724283903,18600.0768360296,10%
180,2024-01-01,28115,John Doe,Premium,5796,Widget Deluxe,Gadgets,11201.70559323049,12748.179103319531,10%
181,2024-01-01,98490,John Doe,Premium,3664,Widget Deluxe,Gadgets,12769.660502302264,14449.74963381481,10%
182,2024-01-01,14810,John Doe,Premium,6032,Widget Deluxe,Gadgets,17170.443181332095,21022.228611960163,10%
183,2024-01-01,7750,John Doe,Premium,3877,Widget Deluxe,Gadgets,19931.699364760407,17630.846323637965,10%
184,2024-01-01,60063,John Doe,Premium,3630,Widget Deluxe,Gadgets,20991.342103456976,7634.400308097534,10%
185,2024-01-01,1226,John Doe,Premium,3108,Widget Deluxe,Gadgets,20459.837507986624,6967.508709766915,10%
186,2024-01-01,68998,John Doe,Premium,5058,Widget Deluxe,Gadgets,15497.997736004523,15248.408315995124,10%
187,2024-01-01,72955,John Doe,Premium,7785,Widget Deluxe,Gadgets,14827.89005878975,17161.32359876314,10%
188,2024-01-01,18561,John Doe,Premium,5929,Widget Deluxe,Gadgets,13171.639357869542,9158.226519563039,10%
189,2024-01-01,21637,John Doe,Premium,808,Widget Deluxe,Gadgets,15548.45446282143,17273.844982004543,10%
190,2024-01-01,30146,John Doe,Premium,4650,Widget Deluxe,Gadgets,14333.632567239629,10705.02621445198,10%
191,2024-01-01,89344,John Doe,Premium,4785,Widget Deluxe,Gadgets,18327.003113288964,22032.667554171694,10%
192,2024-01-01,72519,John Doe,Premium,4357,Widget Deluxe,Gadgets,18984.797276116962,13457.0864072962,10%
193,2024-01-01,70982,John Doe,Premium,3911,Widget Deluxe,Gadgets,17714.292853541076,18178.392024044966,10%
194,2024-01-01,92378,John Doe,Premium,4458,Widget Deluxe,Gadgets,13147.309682347397,13184.213099204735,10%
195,2024-01-01,85841,John Doe,Premium,5683,Widget Deluxe,Gadgets,12187.604693274146,8951.602377587413,10%
196,2024-01-01,7800,John Doe,Premium,7046,Widget Deluxe,Gadgets,18420.76314481606,9403.092244413354,10%
197,2024-01-01,55141,John Doe,Premium,3883,Widget Deluxe,Gadgets,10287.816807880601,9093.262813012967,10%
198,2024-01-01,84307,John Doe,Premium,4622,Widget Deluxe,Gadgets,13280.179556286135,18639.303248761174,10%
199,2024-01-01,41034,John Doe,Premium,4696,Widget Deluxe,Gadgets,14501.492750973168,5958.534051787889,10%
200,2024-01-01,97820,John Doe,Premium,4568,Widget Deluxe,Gadgets,10999.952130622045,14024.074443647783,10%
201,2024-01-01,5048,John Doe,Premium,6092,Widget Deluxe,Gadgets,8319.412079370853,13895.314738477375,10%
202,2024-01-01,45492,John Doe,Premium,6814,Widget Deluxe,Gadgets,15485.617658764773,9086.055320886022,10%
203,2024-01-01,31255,John Doe,Premium,6405,Widget Deluxe,Gadgets,16305.021786872427,16947.62835182559,10%
204,2024-01-01,36770,John Doe,Premium,5344,Widget Deluxe,Gadgets,14360.985776542928,16008.215146513347,10%
205,2024-01-01,68482,John Doe,Premium,4457,Widget Deluxe,Gadgets,9072.749604313107,12683.737385495846,10%
206,2024-01-01,9306,John Doe,Premium,4933,Widget Deluxe,Gadgets,8893.29619169127,9681.683074142536,10%
207,2024-01-01,86058,John Doe,Premium,6472,Widget Deluxe,Gadgets,16491.748546488507,10320.107486267174,10%
208,2024-01-01,65274,John Doe,Premium,3640,Widget Deluxe,Gadgets,11552.895592480678,28137.222792697197,10%
209,2024-01-01,68461,John Doe,Premium,7478,Widget Deluxe,Gadgets,17630.095123311818,7214.662862637037,10%
210,2024-01-01,20562,John Doe,Premium,7982,Widget Deluxe,Gadgets,19383.120521090892,14003.471718184093,10%
211,2024-01-01,66992,John Doe,Premium,2552,Widget Deluxe,Gadgets,13357.833597823414,8823.180205088793,10%
212,2024-01-01,62315,John Doe,Premium,3688,Widget Deluxe,Gadgets,16800.371294625205,15837.127215133074,10%
213,2024-01-01,62950,John Doe,Premium,5424,Widget Deluxe,Gadgets,16078.233174392137,19820.293206548533,10%
214,2024-01-01,96218,John Doe,Premium,6108,Widget Deluxe,Gadgets,9426.786298258057,7022.4559437898415,10%
215,2024-01-01,61782,John Doe,Premium,4540,Widget Deluxe,Gadgets,10820.239266654426,11849.734564751652,10%
216,2024-01-01,25562,John Doe,Premium,5252,Widget Deluxe,Gadgets,15911.6313252208,15361.398607245472,10%
217,2024-01-01,34139,John Doe,Premium,4065,Widget Deluxe,Gadgets,18961.116153778406,17880.633305878073,10%
218,2024-01-01,76195,John Doe,Premium,7349,Widget Deluxe,Gadgets,11811.535411708499,15384.155007453668,10%
219,2024-01-01,63077,John Doe,Premium,4449,Widget Deluxe,Gadgets,17597.68907728989,14735.518369482445,10%
220,2024-01-01,80824,John Doe,Premium,4208,Widget Deluxe,Gadgets,14566.157688723622,16660.71711858043,10%
221,2024-01-01,93354,John Doe,Premium,5340,Widget Deluxe,Gadgets,12818.780161025965,14531.548655948423,10%
222,2024-01-01,7447,John Doe,Premium,8669,Widget Deluxe,Gadgets,20368.577028912692,10726.5287070179,10%
223,2024-01-01,31762,John Doe,Premium,5889,Widget Deluxe,Gadgets,6611.042510563313,23234.287823559003,10%
224,2024-01-01,49729,John Doe,Premium,5928,Widget Deluxe,Gadgets,18129.13764475531,11263.760530227057,10%
225,2024-01-01,52050,John Doe,Premium,4431,Widget Deluxe,Gadgets,17430.439125023804,16520.78982749155,10%
226,2024-01-01,80608,John Doe,Premium,2584,Widget Deluxe,Gadgets,11560.089837409423,13611.026216029939,10%
227,2024-01-01,67706,John Doe,Premium,2393,Widget Deluxe,Gadgets,4938.190191824322,19216.35691625354,10%
228,2024-01-01,26573,John Doe,Premium,3144,Widget Deluxe,Gadgets,12302.151954215578,12038.199910520083,10%
229,2024-01-01,34642,John Doe,Premium,5348,Widget Deluxe,Gadgets,10899.846094604953,17354.041450044606,10%
230,2024-01-01,59954,John Doe,Premium,5617,Widget Deluxe,Gadgets,20588.820363496296,16415.185200463315,10%
231,2024-01-01,55873,John Doe,Premium,6239,Widget Deluxe,Gadgets,9887.864726734744,8648.06678967935,10%
232,2024-01-01,23530,John Doe,Premium,3442,Widget Deluxe,Gadgets,20992.75980873972,14874.2989797261,10%
233,2024-01-01,59470,John Doe,Premium,6070,Widget Deluxe,Gadgets,18979.93943492171,21329.543444419876,10%
234,2024-01-01,45744,John Doe,Premium,6265,Widget Deluxe,Gadgets,16659.61469505394,10378.22658603644,10%
235,2024-01-01,56976,John Doe,Premium,4510,Widget Deluxe,Gadgets,14646.468282239834,14893.52328370423,10%
236,2024-01-01,28574,John Doe,Premium,5194,Widget Deluxe,Gadgets,8425.918421728431,17250.5644632396,10%
237,2024-01-01,32305,John Doe,Premium,5050,Widget Deluxe,Gadgets,14130.26295276543,3095.651322085687,10%
238,2024-01-01,48918,John Doe,Premium,6804,Widget Deluxe,Gadgets,11496.472076234495,8673.65898647079,10%
